Behind Blue Eyes,"No one knows what its like, to be the bad man,. To be the sad man, behind blue eyes.. No one knows what its like, to be hated,. To be fated, to telling only lies.. But my dreams they aren't as empty,. As my conscience seems to be.. I have hours, only lonely.. My love is vengeance, that's never free.. No one knows what its like, to feel these feelings,. Like I do, and I blame you. No one bites back as hard on their anger,. None of my pain or woe, can show through.. But my dreams, they aren't as empty,. As my conscience seems to be.. I have hours, only lonely. My love is vengeance, that's never free. When my fist clenches, crack it open,. Before I use it and lose my cool.. When I smile, tell me some bad news. Before I laugh and act like a fool.. And if I swallow anything evil,. Put your finger down my throat.. And if I shiver, please give me your blanket,. Keep me warm, let me wear your coat.. No one knows what its like, to be the bad man,. To be the sad man, behind blue eyes."
Brazil (Com Frank Sinatra),"Brazil, where hearts were entertaining June. We stood beneath an amber moon. And softly murmured ""Someday soon"". We kissed and clung together. Then, tomorrow was another day. The morning found me miles away. With still a million things to say. Now, when twilight dims the sky above. Recalling thrills of our love. There's one thing I'm certain of. Return I will to old Brazil. Then, tomorrow was another day. The morning found me miles away. With still a million things to say. Now, when twilight dims the sky above. Recalling thrills of our love. There's one thing that I'm certain of. Return I will to old Brazil. That old Brazil. Man, it's old in Brazil. Brazil, Brazil"
Don't,"Don't.... Don't you wish we tried?. Do you feel what I feel inside. You know my love is stronger than pride. No, don't let your anger grow. Just tell me what you need me to know. Please talk to me, don't close the door. Cause I wanna hear you, wanna be near you. [REFR阵O]. Don't fight, don't argue. Give me the chance to say that I'm sorry. Just let me love you. Don't turn me away, don't tell me to go. Don't.... Don't give up on trust. Don't give up on me, on us. If we could just hold on long enough. We can do it. We'll get through it. [REFR阵O]. Don't fight, don't argue. Give me the chance to say that I'm sorry. Just let me love you. Don't turn me away, don't tell me to go. Don't pretend that it's ok. Things won't get better that way. Don't do something you might regret someday. Don't.... [SOLO]. We can do it. We'll get through it. [REFR阵O]. Don't fight, don't argue. Give me the chance to say that I'm sorry. Just let me love you. Don't turn me away, don't tell me to go. Oh, Don't.... Don't fight, don't argue. Give me the chance to say that I'm sorry. Just let me love you. Don't turn me away, don't tell me to go..."
Dust In The Wind,"Dust in the wind. All we are is dust in the wind. I close my eyes. Only for a moment,. And the moment's gone.. All my dreams,. Pass before my eyes, a curiousity.. Dust in the wind,. All they are is dust in the wind.. Same old song,. Just a drop of water in an endless sea.. All we do. Crumbles to the ground,. Though we refuse to see.. Dust in the wind,. All we are is dust in the wind.. Now, don't hang on. Nothing lasts forever. But the earth and sky.. It slips away. And all your money. Won't another minute buy.. Dust in the wind. All we are is dust in the wind.. Dust in the wind. Everything is dust in the wind."
Fallen,"Heaven bent to take my hand. And lead me through the fire. Be the long awaited answer. To a long and painful fight. Truth be told I've tried my best. But somewhere along the way. I got caught up in all there was to offer. And the cost was so much more than I could bear. Though I've tried, I've fallen.... I have sunk so low. I have messed up. Better I should know. So don't come round here. And tell me I told you so.... We all begin with good intent. Love was raw and young. We believed that we could change ourselves. THe past could be undone. But we carry on our backs the burden. Time always reveals. The lonely light of morning. The wound that would not heal. It's the bitter taste of losing everything. That I have held so dear.. I've fallen.... I have sunk so low. I have messed up. Better I should know. So don't come round here. And tell me I told you so.... Heaven bent to take my hand. Nowhere left to turn. I'm lost to those I thought were friends. To everyone I know. Oh they turned their heads embarassed. Pretend that they don't see. But it's one missed step. You'll slip before you know it. And there doesn't seem a way to be redeemed. Though I've tried, I've fallen.... I have sunk so low. I have messed up. Better I should know. So don't come round here. And tell me I told you so..."
"Forever Country (Feat. Artists Of Then, Now & Forever)","Os caminhos que me levam. S眨o as veias desse interior. [verse 1: brad paisley, keith urban. Tim mcgraw & faith hill]. Almost heaven, west virginia. Blue ridge mountain, shenandoah river. Life is old there, older than the trees. Younger than the mountains. Blowing like a breeze. [chorus 1: little big town, luke bryan. Miranda lambert. Blake shelton & george strait]. Country roads, take me home. To the place I belong. West virginia, mountain mama. Take me home, country roads. [verse 2: kacey musgraves, eric church. Ronnie milsap, charley pride. Dierks bentley & trisha yearwood]. If I should stay. All my memories, they gather round her. I would only be in your way. A miner's lady, stranger to blue water. So I'll go, but I know. Dark and dusty, painted on the sky. I'll think of you every step of the way. Misty taste of moonshine, teardrop in my eye. [chorus 1: lady antebellum, blake shelton. George strait, darius rucker & martina mcbride]. Country roads, take me home. To the place I belong. (I will always love you). West virginia, mountain mama. Take me home, country roads. [bridge: jason aldean. Rascal flatts & willie nelson]. On the road again. Like a band of gypsies, we go down the highway. We're the best of friends. Insisting that the world keep turning our way. And our way. [chorus 1: brooks and dunn, alabama. Darius rucker, little big town. Brett eldredge & keith urban]. Country roads (country roads). Take me home (take me home). To the place I belong. (I will always love you). West virginia, mountain mama. (will always love you). Oh, take her home, country roads. [verse 3: reba mcentire. Alan jackson & vince gill]. Oh, I hope life treats you kind. And I hope you have all you've dreamed of. I wish you joy and happiness. But above all this, I wish you love. [chorus 2: carrie underwood. Brad paisley, martina mcbride. Little big town, dierks bentley. Kacey musgraves, trisha yearwood. Tim mcgraw, alan jackson, luke bryan. Keith urban, faith hill, eric church. Brett eldredge, ronnie milsap. Reba mcentire, miranda lambert & dolly parton]. And I will always love you. I will always love you. Take me home, country roads. Take me home, country roads. And I will always love you. On the road again. I will always love you. I just can't wait to get on the road again. Country roads. The life I love is makin' music with my friends. I will always love you. I can't wait to get on the road again. Take me home, country roads. I will always love you. I'll always love you"
Hot n' Cold (Cover Katy Perry),"You change your mind. Like a girl changes clothes. Yeah, you PMS like a bitch. I would know. And you over think. Always speak cryptically. I should know. That you're no good for me. Cause you're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down. You're wrong when it's right. It's black and it's white. We fight, we break up. We kiss, we make up. (You). You don't really want to stay, no. (You). But you don't really want to go. You're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down. We used to be. Just like twins, so in sync. The same energy. Now's a dead battery. Used to laugh about nothing. Now you're plain boring. I should know. That you're not gonna change. Cause you're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down. You're wrong when it's right. It's black and it's white. We fight, we break up. We kiss, we make up. (You). You don't really want to stay, no. (You). But you don't really want to go. You're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down. Someone call the doctor. Got a case of a love bi-polar. Stuck on a roller coaster. Can't get off this ride. You change your mind. Like a girl changes clothes. Cause you're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down. You're wrong when it's right. It's black and it's white. We fight, we break up. We kiss, we make up. You're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down. You're wrong when it's right. It's black and it's white. We fight, we break up. We kiss, we make up. (You). You don't really want to stay, no. (You). But you don't really want to go. You're hot then you're cold. You're yes then you're no. You're in and you're out. You're up and you're down."
I'm Gonna Getcha Good!/ Whose Bed Have Your Boots Been Under?/Man! I Feel Like a Woman,"Let's go!. Don't wantcha for the weekend. Don't wantcha for a night. I'm only interested. If I can have you for life, yeah. Uh, I know I sound serious, and baby I am. You're a fine piece of real estate. And I'm gonna get me some land. Oh yeah. So don't try to run. Honey, love can be fun. There's no need to be alone. When you find that someone. (I'm gonna getcha). I'm gonna getcha while I gotcha in sight. (I'm gonna getcha). I'm gonna getcha even takes all night. (Yeah you can betcha). You can betcha by the time I say ""go?. You'll never say ""no"". (I'm gonna getcha). I'm gonna getcha, it's a matter of fact. (I'm gonna getcha). I'm gonna getcha, don'tcha worry 'bout that. (Yeah, you can betcha). You can bet your bottom dollar. In time you're gonna be mine. Just like I should. I'll getcha good. I'm gonna getcha good!. Whose bed have your boots been under?. Whose bed have your boots been under?. And whose heart did you steal I wonder?. This time did it feel like thunder, baby?. Whose bed have your boots been under?. Don't look so lonely. Don't act so blue. I know I'm not the only. Girl you run to. I know about Lolita. Your little Spanish flame. I've seen you around with Rita. The redhead down the lane. Whose bed have your boots been under?. And whose heart did you steal I wonder?. This time did it feel like thunder, baby?. And who did you run to?. And whose lips have you been kissing?. And whose ear did you make a wish in?. Is the one that you've been missing, baby?. Whose bed have your boots been under?. Let's go Rio de Janeiro!. I'm going out tonight. I'm feelin' alright. gonna let it all hang out. Wanna make some noise. Really raise my voice. Yeah, I wanna scream and shout, ah!. No inhibitions, make no conditions. get a little, outta line. Ain't gonna act, politically correct. I only wanna have a good time. Best thing about being a woman. Is the prerogative to have a little fun. and. Oh, oh, oh, go totally crazy. Forget I'm a lady. Men's shirts, short skirts. Oh, oh, oh, really go wild, yeah!. doin' it in style. Oh, oh, oh, get in the action. feel the attraction. color my hair, do what I dare. Oh, oh, oh, I wanna be free. yeah! to feel the way I feel. Man! I feel like a woman!. The girls need a break. tonight we're gonna take. The chance to get out on the town. We don't need romance. We only wanna dance. We're gonna let our hair hang down. Best thing about being a woman. Is the prerogative to have a little fun. and. Oh, oh, oh, go totally crazy. forget I'm a lady. Men's shirts, short skirts. Oh, oh, oh, really go wild, yeah!. doin' it in style. Oh, oh, oh, get in the action. feel the attraction. color my hair, do what I dare. Oh, oh, oh, I wanna be free. yeah! to feel the way I feel. Man! I feel like a woman!. Best thing about being a woman. Is the prerogative to have a little fun. Fun!. Oh, oh, oh, go totally crazy. forget I'm a lady. Men's shirts, short skirts. Oh, oh, oh, really go wild, yeah!. doin' it in style. Oh, oh, oh, get in the action. feel the attraction. color my hair, do what I dare. Oh, oh, oh, I wanna be free. yeah! to feel the way I feel. Man! I feel like a woman!. I get totally crazy. Can you feel it. Come, come, come on baby. I feel like a woman"
Iris,And I'd give up forever to touch you. Cause I know that you feel me somehow. You're the closest to heaven that I'll ever be. And I don't want to go home right now. And all I can taste is this moment. And all I can breathe is your life. Cause sooner or later it's over. I just don't want to miss you tonight. And I don't want the world to see me. Cause I don't think that they'd understand. When everything's made to be broken. I just want you to know who I am. And you can't fight the tears that ain't coming. Or the moment of truth in your lies. When everything feels like the movies. Yeah you bleed just to know you're alive. And I don't want the world to see me. Cause I don't think that they'd understand. When everything's made to be broken. I just want you to know who I am. (break and solo). And I don't want the world to see me. 'Cause I don't think that they'd understand. When everything's made to be broken. I just want you to know who I am. And I don't want the world to see me. 'Cause I don't think that they'd understand. When everything's made to be broken. I just want you to know who I am. I just want you to know who I am. I just want you to know who I am. I just want you to know who I am
Man! I Feel Like a Woman (Cover Shania Twain),"I'm going out tonight. I'm feelin' alright. gonna let it all hang out. Wanna make some noise. really raise my voice. Yeah, I wanna scream and shout. No inhibitions, make no conditions. get a little, outta line. Ain't gonna act, politically correct. I only wanna have a good time. Best thing about being a woman. Is the prerogative to have a little fun. and.... Oh, oh, oh, go totally crazy. forget I'm a lady. Men's shirts, short skirts. Oh, oh, oh, really go wild, yeah!. doin' it in style. Oh, oh, oh, get in the action. feel the attraction. color my hair, do what I dare. Oh, oh, oh, I wanna be free. yeah! to feel the way I feel. Man! I feel like a woman!. The girls need a break. tonight we're gonna take. The chance to get out on the town. We don't need romance. we only wanna dance. we're gonna let our hair hang down. Best thing about being a woman. Is the prerogative to have a little fun. and.... Oh, oh, oh, go totally crazy. forget I'm a lady. Men's shirts, short skirts. Oh, oh, oh, really go wild, yeah!. doin' it in style. Oh, oh, oh, get in the action. feel the attraction. color my hair, do what I dare. Oh, oh, oh, I wanna be free. yeah! to feel the way I feel. Man! I feel like a woman!. Best thing about being a woman. Is the prerogative to have a little fun. Fun!. Oh, oh, oh, go totally crazy. forget I'm a lady. Men's shirts, short skirts. Oh, oh, oh, really go wild, yeah!. doin' it in style. Oh, oh, oh, get in the action. feel the attraction. color my hair, do what I dare. Oh, oh, oh, I wanna be free. yeah! to feel the way I feel. Man! I feel like a woman!. I get totally crazy. Can you feel it. Come, come, come on baby. I feel like a woman."
Nothing Else Matters,"So close no matter how far. Couldn't be much more from the heart. Forever trusting who we are. And nothing else matters. Never opened myself this way. Life is ours, we live it our way. All these words I don't just say. And nothing else matters. Trust I seek and I find in you. Every day for us something new. Open mind for a different view. And nothing else matters. Never cared for what they do. Never cared for what they know. But I know. So close no matter how far. Couldn't be much more from the heart. Forever trusting who we are. And nothing else matters. Never cared for what they do. Never cared for what they know. But I know. Never opened myself this way. Life is ours, we live it our way. All these words I don't just say. And nothing else matters. Trust I seek and I find in you. Every day for us something new. Open mind for a different view. And nothing else matters. Never cared for what they say. Never cared for games they play. I never cared for what they do. I never cared for what they know. And I know. So close no matter how far. Couldn't be much more from the heart. Forever trusting who we are. And nothing else matters"
Ode To My Family,"Understand the things I say,. Don't turn away from me. 'Cause I spent half my life out there. You wouldn't disagree. D'you see me, d'you see. Do you like me, do you like me standing there. D'you notice, d'you know. Do you see me, do you see me. Does anyone care. Unhappiness, where's when I was young. And we didn't give a damn. 'Cause we were raised. To see life as fun and take it if we can. My mother, my mother she hold me,. Did she hold me when I was out there. My father, my father, he liked me. Oh he liked me, does anyone care. Understand what I've become,. It wasn't my design. And people everywhere think. Something better than I am,. But I miss you. I miss. 'Cause I liked it, cause I liked it. When I was out there. D'you know this, d'you know. You did not find me, you did not find. Does anyone care. Unhappiness, was when I was young. And we didn't give a damn. 'Cause we were raised. To see life as fun and take it if we can. My mother, my mother she hold me,. Did she hold me when I was out there. My father, my father, he liked me. Oh he liked me. Does anyone care, does anyone care?"
One Of Us,"If God had a name what would it be?. And would you call it to his face?. If you were faced with Him in all His glory. What would you ask if you had just one question?. Yeah, yeah, God is great. Yeah, yeah, God is good. Yeah, yeah, yeah-yeah-yeah. What if God was one of us?. Just a slob like one of us. Just a stranger on the bus. Tryin' to make his way home?. If God had a face what would it look like?. And would you want to see, if seeing meant. That you would have to believe in things like heaven. And in Jesus and the saints, and all the prophets?. Yeah, yeah, God is great. Yeah, yeah, God is good. Yeah, yeah, yeah-yeah-yeah. What if God was one of us?. Just a slob like one of us. Just a stranger on the bus. Tryin' to make his way home?. Tryin' to make his way home?. Back up to heaven all alone. Nobody calling on the phone. 'Cept for the Pope maybe in Rome. Yeah, yeah, God is great. Yeah, yeah, God is good. Yeah, yeah, yeah-yeah-yeah. What if God was one of us?. Just a slob like one of us. Just a stranger on the bus. Tryin' to make his way home?. Like a holly rolling stone. Back up to heaven all alone. No, just tryin' to make his way home. Nobody calling on the phone. Cept for the Pope maybe in Rome"
Over the Rainbow (Com Michael Bolton),"Somewhere over the rainbow, way up high. There's a land that I've heard of. Once in a lullaby. Somewhere over the rainbow, skies are blue. And the dreams that you dare to dream. Really do come true. Some day I'll wish upon a star. And wake up where the clouds are far behind me. Where troubles melt like lemon drops. Away above the chimney tops. That's where you'll find me. Somewhere over the rainbow, blue birds fly. Birds fly over the rainbow. Why, then, oh why can't I?. If happy little blue birds fly. Beyond the rainbow. Why oh why, can't I?"
Sweet Water,"Sweet water - water of the spring. So clear, so pure. Where all my dreams begin.. Sweet water - dark water of the river. Take away my sorrows, my soul deliver.. Sweet water - water, waterfall. Let me into you hall of light.. Sweet water - water of the lake. So quiet, so deep. There's a lady there for you to meet.. Sweet water - water of the rain. Carry away the bad thoughts. And is lost - make me sane.. Sweet water - water of the desert. I will find you hidden well. And drink from you forever.. Sweet water - water of the sea. Dolphins, whales and mermaids. Sing your song to me."
The Boxer,"I am just a poor boy. Though my stories seldom told. I have squandered my existence. For a pocket full of mumbles such are promises. All lies and jests, still a man hears. What he wants to ear and disregards the rest. When I left my home and my family. I was no more than a boy. In the company of strangers. In the quiet of the railwaystation running scared. Laying low, seeking aout the poorer quarters. Where the ragged people go. Looking for the places only they would know.. (chorus). Lie la lie.... Asking only workmans wages. I come looking for a job but I get no offers. Just a come on from the whores on 7th avenue. I do declare. There where times when I was so lonesome. I took some comfort there. La la lie lie lie lie lie. (chorus). Now I'm laying out my winter clothes. And wishing I was gone going home. Where the new york city winters aren't bleeding me. Leading me, going home. In the clearing stands a boxer. And a fighter by his trade. And he carrys the reminders. Of every glove that layed him down. Or cut him till he cried out. In his anger and his shame. I am leaving I am leaving. But the fighter still remains. (chorus)"
Have You Ever Seen The Rain?,"Someone told me long ago. There's a calm before the storm. I know. It's been coming for some time. When it's over, so they say. It'll rain a sunny day. I know. Shinin' down like water. I wanna know. Have you ever seen the rain?. I wanna know. Have you ever seen the rain. Comin' down on a sunny day?. Yesterday and days before. Sun is cold and rain is hot. I know. Been that way for all my time. 'Til forever, on it goes. Through the circle, fast and slow. I know. It can't stop, I wonder. I wanna know. Have you ever seen the rain?. I wanna know. Have you ever seen the rain. Comin' down on a sunny day?. Yeah!. I wanna know. Have you ever seen the rain?. I wanna know. Have you ever seen the rain. Comin' down on a sunny day?"
Have You Ever Seen The Rain?,"Someone told me long ago. There's a calm before the storm. I know. It's been coming for some time. When it's over, so they say. It'll rain a sunny day. I know. Shinin' down like water. I wanna know. Have you ever seen the rain?. I wanna know. Have you ever seen the rain. Comin' down on a sunny day?. Yesterday and days before. Sun is cold and rain is hot. I know. Been that way for all my time. 'Til forever, on it goes. Through the circle, fast and slow. I know. It can't stop, I wonder. I wanna know. Have you ever seen the rain?. I wanna know. Have you ever seen the rain. Comin' down on a sunny day?. Yeah!. I wanna know. Have you ever seen the rain?. I wanna know. Have you ever seen the rain. Comin' down on a sunny day?"
Trough Many Ways,"I walked trough many ways. shattered dreams all of my days. the heavy cross was on my sholder,. made me fell so tired and sad. lingering ters and endless fountain,. on my face go rolling down. only you my dear Jesus,. would take my hand and guide me now.... if you don't leave your holy spirit,. I'm safe I have no fear. even way all things go stray,. you Lord Jesus here willstay. and wen the time is come,. you that land I wanna be,I wanna be. far beyond this earth and sun,. Jesus face then I you see"
Girl on Fire,"She's just a girl, and she's on fire. Hotter than a fantasy, longer like a highway. She's living in a world, and it's on fire. Feeling the catastrophe, but she knows she can fly away. Oh, she got both feet on the ground. And she's burning it down. Oh, she got her head in the clouds. And she's not backing down. This girl is on fire. This girl is on fire. She's walking on fire. This girl is on fire. Looks like a girl, but she's a flame. So bright, she can burn your eyes. Better look the other way. You can try but you'll never forget her name. She's on top of the world. Hottest of the hottest girls say. Oh, we got our feet on the ground. And we're burning it down. Oh, got our head in the clouds. And we're not coming down. This girl is on fire. This girl is on fire. She's walking on fire. This girl is on fire. Everybody stands, as she goes by. Cause they can see the flame that's in her eyes. Watch her when she's lighting up the night. Nobody knows that she's a lonely girl. And it's a lonely world. But she gon' let it burn, baby, burn, baby. This girl is on fire. This girl is on fire. She's walking on fire. This girl is on fire. Oh, oh, oh. She's just a girl, and she's on fire"
